player_name,role,total_runs,strike_rate,total_balls_faced,total_wickets_taken,total_runs_conceded,total_overs_bowled,total_matches_played,matches_played_as_batter,matches_played_as_bowler,matches_won,matches_lost,player_of_match_awards,team,average,percentage
T Muzarabani,Batter,10,31.25,32,8,195,256,267,267,0,64,203,0,Zimbabwe,1.25,"238,10%"
TR Ambrose,Batter,10,29.411.764.705.882.300,34,0,0,0,461,461,0,263,198,0,England,0,"227,27%"
MA Aponso,Batter,10,2.222.222.222.222.220,45,10,381,431,498,498,0,231,267,0,Sri Lanka,1,"181,82%"
R Slater,Batter,9,90,10,1,35,51,15,15,0,11,4,0,Scotland,9,"473,68%"
Zahid Mahmood,Batter,9,75,12,4,221,218,317,317,0,160,157,0,Pakistan,2.25,"428,57%"
VB van Jaarsveld,Batter,9,56.25,16,0,0,0,399,399,0,247,152,0,South Africa,0,"360,00%"
HR Johnson,Batter,9,42.857.142.857.142.800,21,1,70,67,58,58,0,27,31,0,United States of America,9,"300,00%"
Ethan D'Souza,Batter,9,42.857.142.857.142.800,21,0,0,0,22,22,0,6,16,0,United Arab Emirates,0,"290,32%"
BJ Currie,Batter,9,40.909.090.909.090.900,22,18,266,411,85,85,0,46,39,1,Scotland,0.5,"290,32%"
F Kasteni,Batter,9,37.5,24,0,0,0,230,230,0,56,174,0,Zimbabwe,0,"272,73%"
H Shah,Batter,9,36,25,0,55,60,34,34,0,16,18,0,Nepal,0,"264,71%"
Lovepreet Singh,Batter,9,3.461.538.461.538.460,26,0,0,0,22,22,0,6,16,0,United Arab Emirates,0,"257,14%"
D Murphy,Batter,9,32.142.857.142.857.100,28,0,0,0,100,100,0,53,47,0,Scotland,0,"243,24%"
KE Broadmore,Batter,9,2.647.058.823.529.410,34,1,61,74,149,149,0,79,70,0,New Zealand,9,"209,30%"
Faisal Athar,Batter,9,23.076.923.076.923.000,39,0,0,0,327,327,0,164,163,0,Pakistan,0,"187,50%"
C Abel,Batter,9,19.148.936.170.212.700,47,5,96,156,79,79,0,43,36,0,Scotland,1.8,"160,71%"
Rashid Zia,Batter,9,15.517.241.379.310.300,58,0,75,59,58,58,0,27,31,0,United States of America,0,"134,33%"
Mrittunjoy Chowdhury,Batter,8,7.272.727.272.727.270,11,0,68,51,145,145,0,51,94,0,Bangladesh,0,"421,05%"
ADJ Pitcher,Batter,8,6.666.666.666.666.660,12,0,38,38,6,6,0,2,4,0,Bermuda,0,"400,00%"
BP Kruger,Batter,8,6.666.666.666.666.660,12,0,23,21,21,21,0,7,14,0,Netherlands,0,"400,00%"
JI de Villiers,Batter,8,50,16,3,140,126,49,49,0,24,25,0,Namibia,26.666.666.666.666.600,"333,33%"
SJ Elliott,Batter,8,50,16,0,0,0,409,409,0,291,118,0,Australia,0,"333,33%"
KK Ahmed,Batter,8,4.705.882.352.941.170,17,14,423,435,560,560,0,347,213,0,India,5.714.285.714.285.710,"320,00%"
CA Reid,Batter,8,4.444.444.444.444.440,18,1,64,81,58,58,0,27,31,0,United States of America,8,"307,69%"
RO Hinds,Batter,8,4.210.526.315.789.470,19,0,37,68,318,318,0,120,198,0,West Indies,0,"296,30%"
SB Bangar,Batter,8,4.210.526.315.789.470,19,0,60,68,104,104,0,55,49,0,India,0,"296,30%"
Dilara Akter,Batter,8,4.210.526.315.789.470,19,0,0,0,60,60,0,18,42,0,Bangladesh,0,"296,30%"
NJ Coffey,Batter,8,40,20,0,0,0,61,61,0,20,41,0,Ireland,0,"285,71%"
H Davids,Batter,8,32,25,0,0,0,343,343,0,205,138,0,South Africa,0,"242,42%"
PY Lavine,Batter,8,3.076.923.076.923.070,26,0,14,12,331,331,0,126,205,0,West Indies,0,"235,29%"
KH Butt,Batter,8,27.586.206.896.551.700,29,0,0,0,11,11,0,3,8,0,Hong Kong,0,"216,22%"
R Ntozakhe,Batter,8,26.666.666.666.666.600,30,21,582,912,464,464,0,285,179,0,South Africa,38.095.238.095.238.000,"210,53%"
RH Scholte,Batter,8,25.806.451.612.903.200,31,0,0,0,51,51,0,16,35,0,Netherlands,0,"205,13%"
SKW Kelly,Batter,7,140,5,2,74,84,5,5,0,2,3,0,Bermuda,3.5,"583,33%"
DSK Madushanka,Batter,7,11.666.666.666.666.600,6,3,26,39,294,294,0,137,157,0,Sri Lanka,23.333.333.333.333.300,"538,46%"
GA Manou,Batter,7,11.666.666.666.666.600,6,0,0,0,135,135,0,98,37,0,Australia,0,"538,46%"
DG Blampied,Batter,7,5.384.615.384.615.380,13,0,78,79,4,4,0,1,3,0,Jersey,0,"350,00%"
N Rana,Batter,7,50,14,0,10,18,75,75,0,41,34,0,India,0,"333,33%"
Shawaal Zulfiqar,Batter,7,46.666.666.666.666.600,15,0,0,0,192,192,0,96,96,0,Pakistan,0,"318,18%"
J Glasgow,Batter,7,4.117.647.058.823.520,17,0,9,12,392,392,0,152,240,0,West Indies,0,"291,67%"
Naved Latif,Batter,7,4.117.647.058.823.520,17,0,0,0,403,403,0,199,204,0,Pakistan,0,"291,67%"
V Shetty,Batter,7,4.117.647.058.823.520,17,0,0,0,76,76,0,27,49,0,United Arab Emirates,0,"291,67%"
Zeeshan Siddiqi,Batter,7,3.333.333.333.333.330,21,0,0,0,23,23,0,6,17,0,Canada,0,"250,00%"
Hasibul Hossain,Batter,7,30.434.782.608.695.600,23,1,121,107,239,239,0,85,154,0,Bangladesh,7,"233,33%"
NA Rock,Batter,7,28.000.000.000.000.000,25,0,0,0,115,115,0,38,77,0,Ireland,0,"218,75%"
ADR Campbell,Batter,7,28.000.000.000.000.000,25,0,0,0,112,112,0,28,84,0,Zimbabwe,0,"218,75%"
D Prins,Batter,7,17.5,40,0,0,0,65,65,0,21,44,0,Netherlands,0,"148,94%"
S Dhakal,Batter,7,15.909.090.909.090.900,44,4,149,229,43,43,0,19,24,0,Nepal,1.75,"137,25%"
NA Statham,Batter,7,15.555.555.555.555.500,45,0,0,0,75,75,0,22,53,0,Netherlands,0,"134,62%"
CR Foggo,Batter,6,120,5,0,0,0,1,1,0,1,0,0,Bermuda,0,"545,45%"
SO Dowrich,Batter,6,75,8,0,0,0,71,71,0,27,44,0,West Indies,0,"428,57%"
MJ Humphreys,Batter,6,6.666.666.666.666.660,9,1,113,109,143,143,0,50,93,0,Ireland,6,"400,00%"
MT Chinouya,Batter,6,6.666.666.666.666.660,9,1,50,68,234,234,0,57,177,0,Zimbabwe,6,"400,00%"
M Commins,Batter,6,4.615.384.615.384.610,13,0,0,0,94,94,0,30,64,0,Ireland,0,"315,79%"
SR Thadani,Batter,6,4.615.384.615.384.610,13,0,21,19,30,30,0,14,16,0,United States of America,0,"315,79%"
TJG Pringle,Batter,6,42.857.142.857.142.800,14,2,222,200,41,41,0,14,27,0,Netherlands,3,"300,00%"
J Logtenberg,Batter,6,40,15,3,18,36,384,384,0,234,150,0,South Africa,2,"285,71%"
JE Dunford,Batter,6,35.294.117.647.058.800,17,0,0,0,4,4,0,1,3,0,Jersey,0,"260,87%"
MJ North,Batter,6,3.157.894.736.842.100,19,0,16,18,392,392,0,280,112,0,Australia,0,"240,00%"
MQ Sheikh,Batter,6,2.857.142.857.142.850,21,0,0,0,25,25,0,16,9,0,Scotland,0,"222,22%"
AK Peters,Batter,6,20.689.655.172.413.700,29,1,72,88,390,390,0,152,238,0,West Indies,6,"171,43%"
Joginder Sharma,Batter,5,250,2,1,50,68,304,304,0,174,130,0,India,5,"714,29%"
RT Lyons,Batter,5,16.666.666.666.666.600,3,1,41,62,27,27,0,17,10,0,Scotland,5,"625,00%"
Naumanullah,Batter,5,125,4,0,0,0,306,306,0,154,152,0,Pakistan,0,"555,56%"
MKDI Amerasinghe,Batter,5,7.142.857.142.857.140,7,10,339,391,427,427,0,200,227,0,Sri Lanka,0.5,"416,67%"
RT Crandon,Batter,5,5.555.555.555.555.550,9,0,0,0,355,355,0,138,217,0,West Indies,0,"357,14%"
Jubair Hossain,Batter,5,50,10,4,115,115,281,281,0,101,180,0,Bangladesh,1.25,"333,33%"
NA Moodley,Batter,5,50,10,0,0,0,103,103,0,67,36,0,South Africa,0,"333,33%"
Aijaz Ali,Batter,5,4.545.454.545.454.540,11,0,0,0,58,58,0,27,31,0,United States of America,0,"312,50%"
RK Whelan,Batter,5,4.166.666.666.666.660,12,2,105,95,128,128,0,43,85,0,Ireland,2.5,"294,12%"
MJ Fourie,Batter,5,3.846.153.846.153.840,13,0,52,81,128,128,0,43,85,0,Ireland,0,"277,78%"
N Fernandes,Batter,5,3.846.153.846.153.840,13,0,0,0,74,74,0,26,48,0,United Arab Emirates,0,"277,78%"
SG Whittingham,Batter,5,3.333.333.333.333.330,15,6,192,226,96,96,0,51,45,0,Scotland,8.333.333.333.333.330,"250,00%"
W O'Rourke,Batter,5,3.333.333.333.333.330,15,8,258,287,401,401,0,208,193,0,New Zealand,625,"250,00%"
JN Hamilton,Batter,5,31.25,16,0,0,0,218,218,0,79,139,0,West Indies,0,"238,10%"
Tanbir Hayder,Batter,5,29.411.764.705.882.300,17,0,67,60,207,207,0,76,131,0,Bangladesh,0,"227,27%"
N Kruger,Batter,5,25,20,0,0,0,69,69,0,22,47,0,Netherlands,0,"200,00%"
K Sonavale,Batter,5,1.724.137.931.034.480,29,2,4,15,29,29,0,15,14,0,Oman,2.5,"147,06%"
P Roy,Batter,5,14.705.882.352.941.100,34,1,28,34,231,231,0,133,98,0,India,5,"128,21%"
CK Hooper,Batter,4,13.333.333.333.333.300,3,1,89,72,46,46,0,15,31,0,Canada,4,"571,43%"
A van der Merwe,Batter,4,100,4,2,79,126,140,140,0,47,93,0,Ireland,2,"500,00%"
H Graham,Batter,4,80,5,1,30,48,491,491,0,343,148,0,Australia,4,"444,44%"
Nahid Rana,Batter,4,80,5,2,86,104,167,167,0,60,107,0,Bangladesh,2,"444,44%"
Kaynat Hafeez,Batter,4,6.666.666.666.666.660,6,0,0,0,5,5,0,4,1,0,Pakistan,0,"400,00%"
T Gwandu,Batter,4,50,8,0,38,24,242,242,0,58,184,0,Zimbabwe,0,"333,33%"
Talha Jubair,Batter,4,50,8,0,73,77,95,95,0,32,63,0,Bangladesh,0,"333,33%"
S Immadi,Batter,4,4.444.444.444.444.440,9,4,156,272,57,57,0,27,30,0,United States of America,1,"307,69%"
HAPW Jayawardene,Batter,4,40,10,0,0,0,267,267,0,125,142,0,Sri Lanka,0,"285,71%"
SD Heazlett,Batter,4,3.636.363.636.363.630,11,0,0,0,260,260,0,191,69,0,Australia,0,"266,67%"
Sania Khan,Batter,4,3.333.333.333.333.330,12,2,76,111,416,416,0,205,211,0,Pakistan,2,"250,00%"
RW Staple,Batter,4,3.076.923.076.923.070,13,2,78,61,58,58,0,27,31,0,United States of America,2,"235,29%"
A Munisar,Batter,4,3.076.923.076.923.070,13,0,9,7,282,282,0,108,174,0,West Indies,0,"235,29%"
BB Seebaran,Batter,4,2.857.142.857.142.850,14,1,132,108,40,40,0,10,30,0,Canada,4,"222,22%"
H Durham,Batter,4,2.857.142.857.142.850,14,2,48,62,5,5,0,2,3,0,Bermuda,2,"222,22%"
Rony Talukdar,Batter,4,26.666.666.666.666.600,15,0,0,0,145,145,0,51,94,0,Bangladesh,0,"210,53%"
Sufyan Mehmood,Batter,4,25,16,0,10,9,46,46,0,25,21,0,Oman,0,"200,00%"
MWA van Nierop,Batter,4,25,16,0,0,0,50,50,0,16,34,0,Netherlands,0,"200,00%"
Muhammad Farooq,Batter,4,25,16,0,68,81,55,55,0,22,33,0,United Arab Emirates,0,"200,00%"
Z Groenewald,Batter,4,21.052.631.578.947.300,19,6,110,151,52,52,0,25,27,0,Namibia,6.666.666.666.666.660,"173,91%"
VAB Tewarie,Batter,4,18.181.818.181.818.100,22,0,0,0,69,69,0,22,47,0,Netherlands,0,"153,85%"
PLS Gamage,Batter,4,14.814.814.814.814.800,27,10,397,418,454,454,0,212,242,0,Sri Lanka,0.4,"129,03%"
HL Baker,Batter,3,100,3,1,78,82,490,490,0,282,208,0,England,3,"500,00%"
Pankaj Singh,Batter,3,100,3,0,45,44,67,67,0,38,29,0,India,0,"500,00%"
S Sriram,Batter,3,60,5,3,43,56,304,304,0,174,130,0,India,1,"375,00%"
A le Breton,Batter,3,50,6,0,0,0,207,207,0,128,79,0,South Africa,0,"333,33%"
DOD Rikhi,Batter,3,50,6,0,0,0,9,9,0,4,5,0,United States of America,0,"333,33%"
J Yadav,Batter,3,42.857.142.857.142.800,7,1,61,86,343,343,0,202,141,0,India,3,"300,00%"
PT Collins,Batter,3,30,10,12,354,442,424,424,0,164,260,0,West Indies,0.25,"230,77%"
D Soraine,Batter,3,30,10,1,38,55,32,32,0,9,23,0,Canada,3,"230,77%"
B Siddharth,Batter,3,30,10,2,26,57,29,29,0,15,14,0,Oman,1.5,"230,77%"
KA Blackwell,Batter,3,2.727.272.727.272.720,11,0,0,0,409,409,0,291,118,0,Australia,0,"214,29%"
D Gamage,Batter,3,2.727.272.727.272.720,11,1,59,70,331,331,0,158,173,0,Sri Lanka,3,"214,29%"
HML Madushani,Batter,3,20,15,0,0,0,481,481,0,222,259,0,Sri Lanka,0,"166,67%"
KHRK Fernando,Batter,3,20,15,1,41,68,467,467,0,217,250,0,Sri Lanka,3,"166,67%"
O Chare,Batter,3,16.666.666.666.666.600,18,3,91,116,237,237,0,57,180,0,Zimbabwe,1,"142,86%"
Ebadat Hossain,Batter,3,16.666.666.666.666.600,18,21,453,505,282,282,0,102,180,0,Bangladesh,14.285.714.285.714.200,"142,86%"
Sagar Pun,Batter,3,15,20,0,0,0,58,58,0,29,29,0,Nepal,0,"130,43%"
CK Kruger,Batter,3,14.285.714.285.714.200,21,0,0,0,11,11,0,3,8,0,Hong Kong,0,"125,00%"
A Shamshudeen,Batter,3,10,30,0,24,18,15,15,0,2,13,0,Canada,0,"90,91%"
K Kamyuka,Batter,2,100,2,5,48,47,36,36,0,9,27,0,Canada,0.4,"500,00%"
K Gowtham,Batter,2,6.666.666.666.666.660,3,1,51,50,75,75,0,41,34,0,India,2,"400,00%"
C Prathyusha,Batter,2,6.666.666.666.666.660,3,1,60,56,52,52,0,32,20,0,India,2,"400,00%"
RJ Rolls,Batter,2,50,4,0,0,0,329,329,0,170,159,0,New Zealand,0,"333,33%"
LJ Hamilton,Batter,2,50,4,0,67,52,291,291,0,149,142,0,New Zealand,0,"333,33%"
KR Sen,Batter,2,50,4,2,37,33,285,285,0,162,123,0,India,1,"333,33%"
JA Turner,Batter,2,40,5,2,70,70,495,495,0,284,211,0,England,1,"285,71%"
KC Hodsoll,Batter,2,3.333.333.333.333.330,6,1,28,30,8,8,0,2,6,0,Bermuda,2,"250,00%"
JN Rhodes,Batter,2,3.333.333.333.333.330,6,0,0,0,184,184,0,118,66,0,South Africa,0,"250,00%"
U Thimashini,Batter,2,3.333.333.333.333.330,6,0,0,0,158,158,0,72,86,0,Sri Lanka,0,"250,00%"
GH O'Brien,Batter,2,3.333.333.333.333.330,6,3,32,62,1,1,0,1,0,0,Bermuda,6.666.666.666.666.660,"250,00%"
Z Mali,Batter,2,2.857.142.857.142.850,7,4,81,139,464,464,0,285,179,0,South Africa,0.5,"222,22%"
JNK Shannon,Batter,2,25,8,0,0,0,21,21,0,7,14,0,Ireland,0,"200,00%"
BR Dorey,Batter,2,2.222.222.222.222.220,9,2,147,169,489,489,0,341,148,0,Australia,1,"181,82%"
D Lakshan,Batter,2,2.222.222.222.222.220,9,0,12,12,204,204,0,92,112,0,Sri Lanka,0,"181,82%"
Fahad Nawaz,Batter,2,20,10,0,0,0,93,93,0,31,62,0,United Arab Emirates,0,"166,67%"
JM Willathgamuwa,Batter,2,20,10,3,63,94,30,30,0,14,16,0,United States of America,6.666.666.666.666.660,"166,67%"
Umran Malik,Batter,2,18.181.818.181.818.100,11,13,408,381,551,551,0,339,212,0,India,15.384.615.384.615.300,"153,85%"
PG Gillespie,Batter,2,18.181.818.181.818.100,11,0,0,0,149,149,0,53,96,0,Ireland,0,"153,85%"
Akhil Kumar,Batter,2,18.181.818.181.818.100,11,4,84,106,27,27,0,7,20,0,Canada,0.5,"153,85%"
Tareq Aziz,Batter,2,18.181.818.181.818.100,11,2,35,53,48,48,0,14,34,0,Bangladesh,1,"153,85%"
PA Desai,Batter,2,16.666.666.666.666.600,12,6,115,181,46,46,0,15,31,0,Canada,3.333.333.333.333.330,"142,86%"
KL Rolton,Batter,2,16.666.666.666.666.600,12,0,0,0,416,416,0,296,120,0,Australia,0,"142,86%"
RA Lewis,Batter,2,15.384.615.384.615.300,13,1,31,31,139,139,0,47,92,0,Ireland,2,"133,33%"
Hussain Talat,Batter,2,14.285.714.285.714.200,14,0,17,13,315,315,0,159,156,0,Pakistan,0,"125,00%"
HE Whelan,Batter,2,12.5,16,0,25,42,61,61,0,20,41,0,Ireland,0,"111,11%"
J Pashley,Batter,2,1.176.470.588.235.290,17,0,0,0,65,65,0,21,44,0,Netherlands,0,"100,00%"
M Prasidh Krishna,Batter,2,1.111.111.111.111.110,18,30,756,819,572,572,0,355,217,1,India,6.666.666.666.666.660,"100,00%"
SC Meaker,Batter,2,1.111.111.111.111.110,18,2,113,117,292,292,0,173,119,0,England,1,"100,00%"
Nasir Javed,Batter,2,10,20,0,0,0,58,58,0,27,31,0,United States of America,0,"90,91%"
HWR Cartwright,Batter,2,8.695.652.173.913.040,23,0,0,0,376,376,0,270,106,0,Australia,0,"80,00%"
GJ McCarter,Batter,1,100,1,0,38,48,120,120,0,39,81,0,Ireland,0,"500,00%"
G Onions,Batter,1,50,2,4,189,215,496,496,0,284,212,0,England,0.25,"333,33%"
JW Wilson,Batter,1,50,2,1,68,54,291,291,0,149,142,0,New Zealand,1,"333,33%"
LE Milliken,Batter,1,3.333.333.333.333.330,3,1,37,49,329,329,0,170,159,0,New Zealand,1,"250,00%"
Alawi Shukri,Batter,1,3.333.333.333.333.330,3,0,0,0,74,74,0,26,48,0,United Arab Emirates,0,"250,00%"
G Fontenla,Batter,1,3.333.333.333.333.330,3,3,65,102,59,59,0,33,26,0,Scotland,3.333.333.333.333.330,"250,00%"
Tharika Sewwandi,Batter,1,3.333.333.333.333.330,3,0,14,13,263,263,0,124,139,0,Sri Lanka,0,"250,00%"
Khaled Ahmed,Batter,1,25,4,3,72,80,327,327,0,127,200,0,Bangladesh,3.333.333.333.333.330,"200,00%"
Zakir Hasan,Batter,1,20,5,0,0,0,327,327,0,127,200,0,Bangladesh,0,"166,67%"
LC Romero,Batter,1,14.285.714.285.714.200,7,1,52,26,58,58,0,27,31,0,United States of America,1,"125,00%"
EJB Miles,Batter,1,14.285.714.285.714.200,7,4,117,120,4,4,0,1,3,0,Jersey,0.25,"125,00%"
Omid Shafi Rahman,Batter,1,14.285.714.285.714.200,7,0,104,80,55,55,0,22,33,0,United Arab Emirates,0,"125,00%"
RR Ramdass,Batter,1,1.111.111.111.111.110,9,0,0,0,203,203,0,74,129,0,West Indies,0,"100,00%"
NV Ojha,Batter,1,1.111.111.111.111.110,9,0,0,0,67,67,0,38,29,0,India,0,"100,00%"
K Mahato,Batter,1,10,10,2,77,85,40,40,0,18,22,0,Nepal,0.5,"90,91%"
W Mwayenga,Batter,1,9.090.909.090.909.090,11,1,86,74,131,131,0,32,99,0,Zimbabwe,1,"83,33%"
Jannatul Ferdus,Batter,1,76.923.076.923.076.900,13,0,0,0,162,162,0,58,104,0,Bangladesh,0,"71,43%"
AD Janakanthymala,Batter,1,6.666.666.666.666.660,15,2,47,67,340,340,0,160,180,0,Sri Lanka,0.5,"62,50%"
CM Beggs,Batter,1,6.25,16,0,0,0,61,61,0,20,41,0,Ireland,0,"58,82%"
Moniruzzaman,Batter,1,5,20,0,0,0,168,168,0,60,108,0,Bangladesh,0,"47,62%"
MT Herbert,Batter,1,4.545.454.545.454.540,22,0,15,18,61,61,0,20,41,0,Ireland,0,"43,48%"
SD Udal,Batter,0,0,2,1,29,42,503,503,0,288,215,0,England,0,"0,00%"
RA Rolfe,Batter,0,0,3,0,0,0,160,160,0,56,104,0,Ireland,0,"0,00%"
PHT Kaushal,Batter,0,0,1,0,25,36,486,486,0,226,260,0,Sri Lanka,0,"0,00%"
D Foxcroft,Batter,0,0,1,0,0,0,416,416,0,219,197,0,New Zealand,0,"0,00%"
Fazle Mahmud,Batter,0,0,9,0,16,20,319,319,0,121,198,0,Bangladesh,0,"0,00%"
V Buruka,Batter,0,0,8,3,106,143,56,56,0,10,46,0,Papua New Guinea,0,"0,00%"
Fariha Trisna,Batter,0,0,14,6,144,208,314,314,0,118,196,0,Bangladesh,0,"0,00%"
R Walters,Batter,0,0,6,0,0,0,51,51,0,24,27,0,Namibia,0,"0,00%"
DL Blake,Batter,0,0,2,0,8,6,58,58,0,27,31,0,United States of America,0,"0,00%"
F Hand,Batter,0,0,1,1,45,49,143,143,0,50,93,0,Ireland,0,"0,00%"
JS Ababu,Batter,0,0,9,1,75,81,35,35,0,11,24,0,Kenya,0,"0,00%"
TJ Bishop,Batter,0,0,6,0,0,0,377,377,0,147,230,0,West Indies,0,"0,00%"
AG Puttick,Batter,0,0,5,0,0,0,406,406,0,252,154,0,South Africa,0,"0,00%"
VCE Wattenberg,Batter,0,0,3,0,0,0,65,65,0,21,44,0,Netherlands,0,"0,00%"
LM Hoitink,Batter,0,0,17,0,0,0,65,65,0,21,44,0,Netherlands,0,"0,00%"
K Phillip,Batter,0,0,2,3,159,171,53,53,0,24,29,0,United States of America,0,"0,00%"
MF Fahey,Batter,0,0,7,0,0,0,329,329,0,170,159,0,New Zealand,0,"0,00%"
AL Watkins,Batter,0,0,1,0,21,13,329,329,0,170,159,0,New Zealand,0,"0,00%"
SI Galagedara,Batter,0,0,11,0,0,0,340,340,0,160,180,0,Sri Lanka,0,"0,00%"
OC McCoy,Batter,0,0,1,4,110,87,260,260,0,102,158,0,West Indies,0,"0,00%"
GA Guy,Batter,0,0,4,0,20,19,270,270,0,136,134,0,New Zealand,0,"0,00%"
APS Lakshika,Batter,0,0,4,0,0,0,273,273,0,128,145,0,Sri Lanka,0,"0,00%"
Melanie Ani,Batter,0,0,2,0,0,0,33,33,0,6,27,0,Papua New Guinea,0,"0,00%"
Shahbaz Ahmed,Batter,0,0,4,3,129,156,285,285,0,162,123,0,India,0,"0,00%"
Raza Hasan,Batter,0,0,3,2,68,62,199,199,0,99,100,0,Pakistan,0,"0,00%"
A Chopra,Batter,0,0,8,0,0,0,231,231,0,133,98,0,India,0,"0,00%"
SK Naidu,Batter,0,0,3,0,22,18,231,231,0,133,98,0,India,0,"0,00%"
JA Whelan,Batter,0,0,2,0,7,15,61,61,0,20,41,0,Ireland,0,"0,00%"
JC Carroll,Batter,0,0,7,0,0,0,61,61,0,20,41,0,Ireland,0,"0,00%"
Sumaiya Akter,Batter,0,0,4,0,0,0,115,115,0,38,77,0,Bangladesh,0,"0,00%"
KL Tucker,Batter,0,0,4,0,0,0,2,2,0,1,1,0,Bermuda,0,"0,00%"
Pooja Ganesh,Batter,0,0,9,0,0,0,20,20,0,11,9,0,United States of America,0,"0,00%"
CK Holder,Batter,0,0,3,0,26,20,79,79,0,28,51,0,West Indies,0,"0,00%"
S Lackay,Batter,0,0,2,0,0,0,94,94,0,59,35,0,South Africa,0,"0,00%"
Sufiyan Muqeem,Batter,0,0,1,4,53,49,68,68,0,38,30,0,Pakistan,0,"0,00%"
Simandeep Singh,Batter,0,0,7,0,0,0,2,2,0,0,2,0,Hong Kong,0,"0,00%"
Shathira Jakir,Batter,0,0,2,0,22,19,46,46,0,14,32,0,Bangladesh,0,"0,00%"
Sultana Yesmin,Batter,0,0,1,0,0,0,46,46,0,14,32,0,Bangladesh,0,"0,00%"
C Sakariya,Batter,0,0,1,2,34,51,75,75,0,41,34,0,India,0,"0,00%"
Shahriar Hossain,Batter,0,0,3,0,0,0,40,40,0,11,29,0,Bangladesh,0,"0,00%"
Salman Faris,Batter,0,0,2,0,0,0,8,8,0,3,5,0,United Arab Emirates,0,"0,00%"
Haseebullah Khan,Batter,0,0,2,0,0,0,12,12,0,6,6,0,Pakistan,0,"0,00%"
Syeda Aroob Shah,Batter,0,0,1,0,0,0,5,5,0,4,1,0,Pakistan,0,"0,00%"
